t192,3,8621,WIN,910,0,ok
t222,3,8321,NO,,,linsep_NO
t004,3,5378,NO,,,linsep_NO
t293,3,1288,NO,,,linsep_NO
t243,5,22650,NO,,,linsep_NO
t077,5,14834,NO,,,linsep_NO
t278,5,6131,NO,,,linsep_NO
t208,5,6083,NO,,,linsep_NO
t359,5,4288,WIN,2510,0,ok
t265,5,4073,NO,,,linsep_NO
t162,5,4068,NO,,,linsep_NO
t070,5,3008,NO,,,linsep_NO
